"U:0","U:1","U:2","p","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
-0.043648,3.1319,0,-0.016763,6436,1,14.576,100.58,31,0
-0.04323,3.1188,0,-0.016712,6436,1,14.592,100.59,31,0
-0.042812,3.1058,0,-0.016661,6436,1,14.608,100.61,31,0
-0.042354,3.0884,0,-0.016627,8619,1,14.624,100.62,31,0
-0.041883,3.0696,0,-0.016599,8619,1,14.64,100.64,31,0
-0.041412,3.0508,0,-0.016571,8619,1,14.656,100.66,31,0
-0.040941,3.032,0,-0.016543,8619,1,14.672,100.67,31,0
-0.04047,3.0132,0,-0.016515,8619,1,14.688,100.69,31,0
-0.039999,2.9944,0,-0.016487,8619,1,14.704,100.7,31,0
-0.039528,2.9756,0,-0.016459,8619,1,14.72,100.72,31,0
-0.039057,2.9568,0,-0.016431,8619,1,14.736,100.74,31,0
-0.038586,2.938,0,-0.016403,8619,1,14.752,100.75,31,0
-0.038115,2.9192,0,-0.016375,8619,1,14.768,100.77,31,0
-0.037645,2.9004,0,-0.016347,8619,1,14.784,100.78,31,0
-0.037173,2.8816,0,-0.016319,8619,1,14.8,100.8,31,0
-0.036702,2.8628,0,-0.016291,8619,1,14.816,100.82,31,0
-0.036231,2.844,0,-0.016263,8619,1,14.832,100.83,31,0
-0.035761,2.8252,0,-0.016235,8619,1,14.848,100.85,31,0
-0.03529,2.8064,0,-0.016206,8619,1,14.864,100.86,31,0
-0.034806,2.7865,0,-0.016179,6437,1,14.88,100.88,31,0
-0.034223,2.7578,0,-0.01616,6437,1,14.896,100.9,31,0
-0.03364,2.729,0,-0.016141,6437,1,14.912,100.91,31,0
-0.033057,2.7003,0,-0.016123,6437,1,14.928,100.93,31,0
-0.032474,2.6716,0,-0.016104,6437,1,14.944,100.94,31,0
-0.031891,2.6428,0,-0.016085,6437,1,14.96,100.96,31,0
-0.031308,2.6141,0,-0.016066,6437,1,14.976,100.98,31,0
-0.030726,2.5854,0,-0.016047,6437,1,14.992,100.99,31,0
-0.030142,2.5566,0,-0.016028,6437,1,15.008,101.01,31,0
-0.029559,2.5279,0,-0.016009,6437,1,15.024,101.02,31,0
-0.028977,2.4991,0,-0.01599,6437,1,15.04,101.04,31,0
-0.028394,2.4704,0,-0.015971,6437,1,15.056,101.06,31,0
-0.027811,2.4416,0,-0.015952,6437,1,15.072,101.07,31,0
-0.027228,2.4129,0,-0.015933,6437,1,15.088,101.09,31,0
-0.026646,2.3828,0,-0.015915,8620,1,15.104,101.1,31,0
-0.026066,2.3484,0,-0.015899,8620,1,15.12,101.12,31,0
-0.025486,2.3141,0,-0.015883,8620,1,15.136,101.14,31,0
-0.024906,2.2797,0,-0.015867,8620,1,15.152,101.15,31,0
-0.024326,2.2454,0,-0.015851,8620,1,15.168,101.17,31,0
-0.023746,2.2111,0,-0.015835,8620,1,15.184,101.18,31,0
-0.023167,2.1767,0,-0.01582,8620,1,15.2,101.2,31,0
-0.022587,2.1424,0,-0.015804,8620,1,15.216,101.22,31,0
-0.022007,2.108,0,-0.015788,8620,1,15.232,101.23,31,0
-0.021427,2.0737,0,-0.015772,8620,1,15.248,101.25,31,0
-0.020847,2.0393,0,-0.015756,8620,1,15.264,101.26,31,0
-0.020267,2.005,0,-0.01574,8620,1,15.28,101.28,31,0
-0.019688,1.9706,0,-0.015725,8620,1,15.296,101.3,31,0
-0.019108,1.9363,0,-0.015709,8620,1,15.312,101.31,31,0
-0.0185,1.8978,0,-0.015693,6438,1,15.328,101.33,31,0
-0.017846,1.8524,0,-0.015676,6438,1,15.344,101.34,31,0
-0.017192,1.807,0,-0.015659,6438,1,15.36,101.36,31,0
-0.016537,1.7616,0,-0.015642,6438,1,15.376,101.38,31,0
-0.015883,1.7163,0,-0.015625,6438,1,15.392,101.39,31,0
-0.015229,1.6709,0,-0.015608,6438,1,15.408,101.41,31,0
-0.014575,1.6255,0,-0.015591,6438,1,15.424,101.42,31,0
-0.01392,1.5801,0,-0.015574,6438,1,15.44,101.44,31,0
-0.013266,1.5347,0,-0.015558,6438,1,15.456,101.46,31,0
-0.012612,1.4893,0,-0.015541,6438,1,15.472,101.47,31,0
-0.011958,1.4439,0,-0.015524,6438,1,15.488,101.49,31,0
-0.011304,1.3986,0,-0.015507,6438,1,15.504,101.5,31,0
-0.010775,1.3537,0,-0.015496,8621,1,15.52,101.52,31,0
-0.010274,1.3088,0,-0.015486,8621,1,15.536,101.54,31,0
-0.0097735,1.2641,0,-0.015477,8621,1,15.552,101.55,31,0
-0.0092727,1.2193,0,-0.015467,8621,1,15.568,101.57,31,0
-0.008772,1.1745,0,-0.015457,8621,1,15.584,101.58,31,0
-0.0082712,1.1297,0,-0.015448,8621,1,15.6,101.6,31,0
-0.0077705,1.0849,0,-0.015438,8621,1,15.616,101.62,31,0
-0.0072695,1.0401,0,-0.015429,8621,1,15.632,101.63,31,0
-0.0067687,0.99529,0,-0.015419,8621,1,15.648,101.65,31,0
-0.0062679,0.9505,0,-0.015409,8621,1,15.664,101.66,31,0
-0.0057672,0.9057,0,-0.0154,8621,1,15.68,101.68,31,0
-0.0053025,0.85997,0,-0.015394,4239,1,15.696,101.7,31,0
-0.0049392,0.81159,0,-0.015399,4239,1,15.712,101.71,31,0
-0.0045759,0.76321,0,-0.015404,4239,1,15.728,101.73,31,0
-0.0042124,0.7148,0,-0.015409,4239,1,15.744,101.74,31,0
-0.0038491,0.66642,0,-0.015414,4239,1,15.76,101.76,31,0
-0.0034858,0.61804,0,-0.015419,4239,1,15.776,101.78,31,0
-0.0031224,0.56966,0,-0.015425,4239,1,15.792,101.79,31,0
-0.0027591,0.52128,0,-0.01543,4239,1,15.808,101.81,31,0
-0.0023958,0.47289,0,-0.015435,4239,1,15.824,101.82,31,0
-0.0020325,0.42451,0,-0.01544,4239,1,15.84,101.84,31,0
-0.001774,0.38,0,-0.015447,6439,1,15.856,101.86,31,0
-0.0015769,0.33778,0,-0.015454,6439,1,15.872,101.87,31,0
-0.0013798,0.29556,0,-0.015462,6439,1,15.888,101.89,31,0
-0.0011827,0.25334,0,-0.015469,6439,1,15.904,101.9,31,0
-0.00098558,0.21112,0,-0.015477,6439,1,15.92,101.92,31,0
-0.00078848,0.1689,0,-0.015484,6439,1,15.936,101.94,31,0
-0.00059129,0.12666,0,-0.015492,6439,1,15.952,101.95,31,0
-0.00039419,0.08444,0,-0.015499,6439,1,15.968,101.97,31,0
-0.0001971,0.04222,0,-0.015507,6439,1,15.984,101.98,31,0
0,0,0,-0.015514,6439,1,16,102,31,0
