"U:0","U:1","U:2","p","cellID","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0,0,0,0.022727,6420,1,0,86,31,0
8.0847e-05,0.024733,0,0.022732,6420,1,0.015999,86.016,31,0
0.00016169,0.049466,0,0.022737,6420,1,0.031998,86.032,31,0
0.00024254,0.074198,0,0.022742,6420,1,0.047997,86.048,31,0
0.00032343,0.098943,0,0.022747,6420,1,0.064003,86.064,31,0
0.00040428,0.12368,0,0.022752,6420,1,0.080002,86.08,31,0
0.00048512,0.14841,0,0.022757,6420,1,0.096001,86.096,31,0
0.00056597,0.17314,0,0.022762,6420,1,0.112,86.112,31,0
0.00064682,0.19787,0,0.022767,6420,1,0.128,86.128,31,0
0.00072766,0.22261,0,0.022772,6420,1,0.144,86.144,31,0
0.00084668,0.24637,0,0.022778,8603,1,0.16,86.16,31,0
0.0010308,0.26845,0,0.022786,8603,1,0.176,86.176,31,0
0.001215,0.29052,0,0.022794,8603,1,0.192,86.192,31,0
0.0013991,0.3126,0,0.022802,8603,1,0.208,86.208,31,0
0.0015832,0.33467,0,0.02281,8603,1,0.224,86.224,31,0
0.0017674,0.35674,0,0.022818,8603,1,0.24,86.24,31,0
0.0019515,0.37882,0,0.022826,8603,1,0.256,86.256,31,0
0.0021357,0.40091,0,0.022833,8603,1,0.272,86.272,31,0
0.0023199,0.42298,0,0.022841,8603,1,0.288,86.288,31,0
0.002504,0.44505,0,0.022849,8603,1,0.304,86.304,31,0
0.0027143,0.4633,0,0.022853,6421,1,0.32,86.32,31,0
0.0029338,0.48019,0,0.022855,6421,1,0.336,86.336,31,0
0.0031533,0.49708,0,0.022858,6421,1,0.352,86.352,31,0
0.0033728,0.51397,0,0.02286,6421,1,0.368,86.368,31,0
0.0035924,0.53087,0,0.022862,6421,1,0.384,86.384,31,0
0.0038119,0.54776,0,0.022865,6421,1,0.4,86.4,31,0
0.0040314,0.56465,0,0.022867,6421,1,0.416,86.416,31,0
0.0042509,0.58153,0,0.022869,6421,1,0.432,86.432,31,0
0.0044704,0.59842,0,0.022872,6421,1,0.448,86.448,31,0
0.0046899,0.61531,0,0.022874,6421,1,0.464,86.464,31,0
0.0049095,0.63221,0,0.022876,6421,1,0.48,86.48,31,0
0.0051244,0.6487,0,0.022878,8604,1,0.496,86.496,31,0
0.0053179,0.66337,0,0.022876,8604,1,0.512,86.512,31,0
0.0055115,0.67805,0,0.022874,8604,1,0.528,86.528,31,0
0.0057051,0.69272,0,0.022872,8604,1,0.544,86.544,31,0
0.0058987,0.7074,0,0.02287,8604,1,0.56,86.56,31,0
0.0060923,0.72207,0,0.022868,8604,1,0.576,86.576,31,0
0.006286,0.73676,0,0.022866,8604,1,0.592,86.592,31,0
0.0064796,0.75143,0,0.022864,8604,1,0.608,86.608,31,0
0.0066732,0.76611,0,0.022862,8604,1,0.624,86.624,31,0
0.0068667,0.78078,0,0.02286,8604,1,0.64,86.64,31,0
0.0070603,0.79546,0,0.022858,8604,1,0.656,86.656,31,0
0.0072539,0.81014,0,0.022856,8604,1,0.672,86.672,31,0
0.0073626,0.8219,0,0.022851,6422,1,0.688,86.688,31,0
0.0074203,0.8319,0,0.022844,6422,1,0.704,86.704,31,0
0.0074779,0.84191,0,0.022837,6422,1,0.72,86.72,31,0
0.0075355,0.85191,0,0.022831,6422,1,0.736,86.736,31,0
0.0075932,0.86191,0,0.022824,6422,1,0.752,86.752,31,0
0.0076508,0.87192,0,0.022817,6422,1,0.768,86.768,31,0
0.0077085,0.88192,0,0.022811,6422,1,0.784,86.784,31,0
0.0077661,0.89193,0,0.022804,6422,1,0.8,86.8,31,0
0.0078238,0.90194,0,0.022797,6422,1,0.816,86.816,31,0
0.0078814,0.91194,0,0.022791,6422,1,0.832,86.832,31,0
0.0079391,0.92194,0,0.022784,6422,1,0.848,86.848,31,0
0.0079967,0.93195,0,0.022777,6422,1,0.864,86.864,31,0
0.0080543,0.94195,0,0.022771,6422,1,0.88,86.88,31,0
0.008112,0.95196,0,0.022764,6422,1,0.896,86.896,31,0
0.0080575,0.96029,0,0.02275,8605,1,0.912,86.912,31,0
0.007967,0.96808,0,0.022734,8605,1,0.928,86.928,31,0
0.0078764,0.97587,0,0.022718,8605,1,0.944,86.944,31,0
0.0077858,0.98366,0,0.022702,8605,1,0.96,86.96,31,0
0.0076952,0.99146,0,0.022686,8605,1,0.976,86.976,31,0
0.0076046,0.99925,0,0.02267,8605,1,0.992,86.992,31,0
0.007514,1.007,0,0.022654,8605,1,1.008,87.008,31,0
0.0074234,1.0148,0,0.022638,8605,1,1.024,87.024,31,0
0.0073328,1.0226,0,0.022622,8605,1,1.04,87.04,31,0
0.0072423,1.0304,0,0.022606,8605,1,1.056,87.056,31,0
0.0071517,1.0382,0,0.02259,8605,1,1.072,87.072,31,0
0.0070611,1.046,0,0.022574,8605,1,1.088,87.088,31,0
0.0069705,1.0538,0,0.022558,8605,1,1.104,87.104,31,0
0.0068799,1.0616,0,0.022542,8605,1,1.12,87.12,31,0
0.0067101,1.067,0,0.022518,6423,1,1.136,87.136,31,0
0.0065303,1.072,0,0.022492,6423,1,1.152,87.152,31,0
0.0063506,1.0771,0,0.022467,6423,1,1.168,87.168,31,0
0.0061708,1.0821,0,0.022442,6423,1,1.184,87.184,31,0
0.0059911,1.0872,0,0.022417,6423,1,1.2,87.2,31,0
0.0058112,1.0923,0,0.022392,6423,1,1.216,87.216,31,0
0.0056314,1.0973,0,0.022367,6423,1,1.232,87.232,31,0
0.0054517,1.1024,0,0.022342,6423,1,1.248,87.248,31,0
0.0052719,1.1075,0,0.022317,6423,1,1.264,87.264,31,0
0.0050922,1.1125,0,0.022292,6423,1,1.28,87.28,31,0
0.0049124,1.1176,0,0.022267,6423,1,1.296,87.296,31,0
0.0047326,1.1226,0,0.022242,6423,1,1.312,87.312,31,0
0.0045528,1.1277,0,0.022217,6423,1,1.328,87.328,31,0
0.004373,1.1328,0,0.022192,6423,1,1.344,87.344,31,0
0.0041933,1.1378,0,0.022166,6423,1,1.36,87.36,31,0
0.0040135,1.1429,0,0.022141,6423,1,1.376,87.376,31,0
0.0038165,1.1477,0,0.022113,8606,1,1.392,87.392,31,0
0.0035661,1.1517,0,0.022073,8606,1,1.408,87.408,31,0
0.0033156,1.1557,0,0.022033,8606,1,1.424,87.424,31,0
0.0030652,1.1596,0,0.021994,8606,1,1.44,87.44,31,0
0.0028148,1.1636,0,0.021954,8606,1,1.456,87.456,31,0
0.0025644,1.1676,0,0.021914,8606,1,1.472,87.472,31,0
0.002314,1.1716,0,0.021875,8606,1,1.488,87.488,31,0
0.0020636,1.1755,0,0.021835,8606,1,1.504,87.504,31,0
0.0018132,1.1795,0,0.021796,8606,1,1.52,87.52,31,0
0.0015627,1.1835,0,0.021756,8606,1,1.536,87.536,31,0
0.0013123,1.1875,0,0.021716,8606,1,1.552,87.552,31,0
0.0010619,1.1914,0,0.021677,8606,1,1.568,87.568,31,0
0.00081154,1.1954,0,0.021637,8606,1,1.584,87.584,31,0
0.00056114,1.1994,0,0.021597,8606,1,1.6,87.6,31,0
0.00031075,1.2034,0,0.021558,8606,1,1.616,87.616,31,0
6.0229e-05,1.2073,0,0.021518,8606,1,1.632,87.632,31,0
-0.00019017,1.2113,0,0.021478,8606,1,1.648,87.648,31,0
-0.00043833,1.2144,0,0.021434,6424,1,1.664,87.664,31,0
-0.00068505,1.217,0,0.021387,6424,1,1.68,87.68,31,0
-0.00093177,1.2196,0,0.02134,6424,1,1.696,87.696,31,0
-0.0011785,1.2221,0,0.021293,6424,1,1.712,87.712,31,0
-0.0014252,1.2247,0,0.021246,6424,1,1.728,87.728,31,0
-0.0016721,1.2273,0,0.021199,6424,1,1.744,87.744,31,0
-0.0019188,1.2298,0,0.021152,6424,1,1.76,87.76,31,0
-0.0021655,1.2324,0,0.021105,6424,1,1.776,87.776,31,0
-0.0024122,1.235,0,0.021058,6424,1,1.792,87.792,31,0
-0.0026589,1.2375,0,0.021011,6424,1,1.808,87.808,31,0
-0.0029056,1.2401,0,0.020964,6424,1,1.824,87.824,31,0
-0.0031524,1.2427,0,0.020917,6424,1,1.84,87.84,31,0
-0.0033992,1.2453,0,0.02087,6424,1,1.856,87.856,31,0
-0.0036459,1.2478,0,0.020823,6424,1,1.872,87.872,31,0
-0.0038926,1.2504,0,0.020776,6424,1,1.888,87.888,31,0
-0.0041394,1.253,0,0.020729,6424,1,1.904,87.904,31,0
-0.0043861,1.2555,0,0.020682,6424,1,1.92,87.92,31,0
-0.0046328,1.2581,0,0.020635,6424,1,1.936,87.936,31,0
-0.0048796,1.2607,0,0.020588,6424,1,1.952,87.952,31,0
-0.0051264,1.2632,0,0.020541,6424,1,1.968,87.968,31,0
-0.0053878,1.2654,0,0.020485,8607,1,1.984,87.984,31,0
-0.0056576,1.2673,0,0.020423,8607,1,2,88,31,0
-0.0059274,1.2692,0,0.020361,8607,1,2.016,88.016,31,0
-0.0061972,1.2711,0,0.020299,8607,1,2.032,88.032,31,0
-0.006467,1.273,0,0.020238,8607,1,2.048,88.048,31,0
-0.0067369,1.275,0,0.020176,8607,1,2.064,88.064,31,0
-0.0070068,1.2769,0,0.020114,8607,1,2.08,88.08,31,0
-0.0072766,1.2788,0,0.020052,8607,1,2.096,88.096,31,0
-0.0075464,1.2807,0,0.019991,8607,1,2.112,88.112,31,0
-0.0078162,1.2826,0,0.019929,8607,1,2.128,88.128,31,0
-0.008086,1.2845,0,0.019867,8607,1,2.144,88.144,31,0
-0.0083559,1.2864,0,0.019805,8607,1,2.16,88.16,31,0
-0.0086257,1.2883,0,0.019744,8607,1,2.176,88.176,31,0
-0.0088955,1.2903,0,0.019682,8607,1,2.192,88.192,31,0
-0.0091653,1.2922,0,0.01962,8607,1,2.208,88.208,31,0
-0.0094351,1.2941,0,0.019559,8607,1,2.224,88.224,31,0
-0.0097049,1.296,0,0.019497,8607,1,2.24,88.24,31,0
-0.0099747,1.2979,0,0.019435,8607,1,2.256,88.256,31,0
-0.010245,1.2998,0,0.019373,8607,1,2.272,88.272,31,0
-0.010514,1.3017,0,0.019312,8607,1,2.288,88.288,31,0
-0.010757,1.3032,0,0.019248,6425,1,2.304,88.304,31,0
-0.010986,1.3044,0,0.019185,6425,1,2.32,88.32,31,0
-0.011214,1.3055,0,0.019121,6425,1,2.336,88.336,31,0
-0.011443,1.3067,0,0.019057,6425,1,2.352,88.352,31,0
-0.011671,1.3079,0,0.018993,6425,1,2.368,88.368,31,0
-0.0119,1.3091,0,0.01893,6425,1,2.384,88.384,31,0
-0.012129,1.3103,0,0.018866,6425,1,2.4,88.4,31,0
-0.012357,1.3115,0,0.018802,6425,1,2.416,88.416,31,0
-0.012586,1.3127,0,0.018738,6425,1,2.432,88.432,31,0
-0.012814,1.3139,0,0.018674,6425,1,2.448,88.448,31,0
-0.013043,1.315,0,0.018611,6425,1,2.464,88.464,31,0
-0.013272,1.3162,0,0.018547,6425,1,2.48,88.48,31,0
-0.0135,1.3174,0,0.018483,6425,1,2.496,88.496,31,0
-0.013729,1.3186,0,0.018419,6425,1,2.512,88.512,31,0
-0.013957,1.3198,0,0.018355,6425,1,2.528,88.528,31,0
-0.014186,1.321,0,0.018292,6425,1,2.544,88.544,31,0
-0.014415,1.3222,0,0.018228,6425,1,2.56,88.56,31,0
-0.014643,1.3234,0,0.018164,6425,1,2.576,88.576,31,0
-0.014872,1.3245,0,0.0181,6425,1,2.592,88.592,31,0
-0.015101,1.3257,0,0.018036,6425,1,2.608,88.608,31,0
-0.015329,1.3269,0,0.017973,6425,1,2.624,88.624,31,0
-0.015558,1.3281,0,0.017909,6425,1,2.64,88.64,31,0
-0.015786,1.3293,0,0.017845,6425,1,2.656,88.656,31,0
-0.016015,1.3305,0,0.017781,6425,1,2.672,88.672,31,0
-0.016246,1.3314,0,0.017709,8608,1,2.688,88.688,31,0
-0.016477,1.3323,0,0.017633,8608,1,2.704,88.704,31,0
-0.016709,1.3332,0,0.017557,8608,1,2.72,88.72,31,0
-0.01694,1.334,0,0.017481,8608,1,2.736,88.736,31,0
-0.017172,1.3349,0,0.017405,8608,1,2.752,88.752,31,0
-0.017404,1.3357,0,0.017329,8608,1,2.768,88.768,31,0
-0.017635,1.3366,0,0.017253,8608,1,2.784,88.784,31,0
-0.017867,1.3374,0,0.017178,8608,1,2.8,88.8,31,0
-0.018098,1.3383,0,0.017102,8608,1,2.816,88.816,31,0
-0.01833,1.3392,0,0.017026,8608,1,2.832,88.832,31,0
-0.018562,1.34,0,0.01695,8608,1,2.848,88.848,31,0
-0.018793,1.3409,0,0.016874,8608,1,2.864,88.864,31,0
-0.019025,1.3417,0,0.016798,8608,1,2.88,88.88,31,0
-0.019257,1.3426,0,0.016722,8608,1,2.896,88.896,31,0
-0.019488,1.3435,0,0.016646,8608,1,2.912,88.912,31,0
-0.01972,1.3443,0,0.01657,8608,1,2.928,88.928,31,0
-0.019951,1.3452,0,0.016494,8608,1,2.944,88.944,31,0
-0.020183,1.346,0,0.016418,8608,1,2.96,88.96,31,0
-0.020414,1.3469,0,0.016343,8608,1,2.976,88.976,31,0
-0.020646,1.3477,0,0.016267,8608,1,2.992,88.992,31,0
-0.020878,1.3486,0,0.016191,8608,1,3.008,89.008,31,0
-0.021109,1.3495,0,0.016115,8608,1,3.024,89.024,31,0
-0.021341,1.3503,0,0.016039,8608,1,3.04,89.04,31,0
-0.021572,1.3512,0,0.015963,8608,1,3.056,89.056,31,0
-0.021765,1.3517,0,0.015889,6426,1,3.072,89.072,31,0
-0.021944,1.3522,0,0.015816,6426,1,3.088,89.088,31,0
-0.022122,1.3526,0,0.015743,6426,1,3.104,89.104,31,0
-0.022301,1.353,0,0.015669,6426,1,3.12,89.12,31,0
-0.02248,1.3535,0,0.015596,6426,1,3.136,89.136,31,0
-0.022658,1.3539,0,0.015523,6426,1,3.152,89.152,31,0
-0.022837,1.3543,0,0.01545,6426,1,3.168,89.168,31,0
-0.023016,1.3548,0,0.015377,6426,1,3.184,89.184,31,0
-0.023194,1.3552,0,0.015303,6426,1,3.2,89.2,31,0
-0.023373,1.3556,0,0.01523,6426,1,3.216,89.216,31,0
-0.023552,1.3561,0,0.015157,6426,1,3.232,89.232,31,0
-0.023731,1.3565,0,0.015084,6426,1,3.248,89.248,31,0
-0.023909,1.357,0,0.015011,6426,1,3.264,89.264,31,0
-0.024088,1.3574,0,0.014937,6426,1,3.28,89.28,31,0
-0.024267,1.3578,0,0.014864,6426,1,3.296,89.296,31,0
-0.024445,1.3583,0,0.014791,6426,1,3.312,89.312,31,0
-0.024624,1.3587,0,0.014718,6426,1,3.328,89.328,31,0
-0.024803,1.3591,0,0.014645,6426,1,3.344,89.344,31,0
-0.024981,1.3596,0,0.014571,6426,1,3.36,89.36,31,0
-0.02516,1.36,0,0.014498,6426,1,3.376,89.376,31,0
-0.025339,1.3604,0,0.014425,6426,1,3.392,89.392,31,0
-0.025517,1.3609,0,0.014352,6426,1,3.408,89.408,31,0
-0.025696,1.3613,0,0.014279,6426,1,3.424,89.424,31,0
-0.025875,1.3618,0,0.014205,6426,1,3.44,89.44,31,0
-0.026054,1.3622,0,0.014132,6426,1,3.456,89.456,31,0
-0.026232,1.3626,0,0.014059,6426,1,3.472,89.472,31,0
-0.026411,1.3631,0,0.013986,6426,1,3.488,89.488,31,0
-0.02659,1.3635,0,0.013913,6426,1,3.504,89.504,31,0
-0.026768,1.3639,0,0.013839,6426,1,3.52,89.52,31,0
-0.026914,1.3641,0,0.01376,8609,1,3.536,89.536,31,0
-0.027058,1.3643,0,0.013681,8609,1,3.552,89.552,31,0
-0.027203,1.3644,0,0.013602,8609,1,3.568,89.568,31,0
-0.027348,1.3646,0,0.013522,8609,1,3.584,89.584,31,0
-0.027492,1.3648,0,0.013443,8609,1,3.6,89.6,31,0
-0.027637,1.3649,0,0.013364,8609,1,3.616,89.616,31,0
-0.027782,1.3651,0,0.013284,8609,1,3.632,89.632,31,0
-0.027926,1.3652,0,0.013205,8609,1,3.648,89.648,31,0
-0.028071,1.3654,0,0.013126,8609,1,3.664,89.664,31,0
-0.028216,1.3656,0,0.013046,8609,1,3.68,89.68,31,0
-0.02836,1.3657,0,0.012967,8609,1,3.696,89.696,31,0
-0.028505,1.3659,0,0.012888,8609,1,3.712,89.712,31,0
-0.02865,1.3661,0,0.012808,8609,1,3.728,89.728,31,0
-0.028794,1.3662,0,0.012729,8609,1,3.744,89.744,31,0
-0.028939,1.3664,0,0.01265,8609,1,3.76,89.76,31,0
-0.029084,1.3666,0,0.01257,8609,1,3.776,89.776,31,0
-0.029228,1.3667,0,0.012491,8609,1,3.792,89.792,31,0
-0.029373,1.3669,0,0.012412,8609,1,3.808,89.808,31,0
-0.029518,1.3671,0,0.012332,8609,1,3.824,89.824,31,0
-0.029662,1.3672,0,0.012253,8609,1,3.84,89.84,31,0
-0.029807,1.3674,0,0.012174,8609,1,3.856,89.856,31,0
-0.029952,1.3675,0,0.012094,8609,1,3.872,89.872,31,0
-0.030096,1.3677,0,0.012015,8609,1,3.888,89.888,31,0
-0.030241,1.3679,0,0.011936,8609,1,3.904,89.904,31,0
-0.030386,1.368,0,0.011856,8609,1,3.92,89.92,31,0
-0.03053,1.3682,0,0.011777,8609,1,3.936,89.936,31,0
-0.030675,1.3684,0,0.011698,8609,1,3.952,89.952,31,0
-0.03082,1.3685,0,0.011618,8609,1,3.968,89.968,31,0
-0.030956,1.3687,0,0.011541,6427,1,3.984,89.984,31,0
-0.031064,1.3687,0,0.01147,6427,1,4,90,31,0
-0.031172,1.3688,0,0.011399,6427,1,4.016,90.016,31,0
-0.03128,1.3688,0,0.011328,6427,1,4.032,90.032,31,0
-0.031388,1.3689,0,0.011256,6427,1,4.048,90.048,31,0
-0.031495,1.3689,0,0.011185,6427,1,4.064,90.064,31,0
-0.031603,1.369,0,0.011114,6427,1,4.08,90.08,31,0
-0.031711,1.369,0,0.011043,6427,1,4.096,90.096,31,0
-0.031819,1.3691,0,0.010972,6427,1,4.112,90.112,31,0
-0.031927,1.3691,0,0.010901,6427,1,4.128,90.128,31,0
-0.032035,1.3692,0,0.01083,6427,1,4.144,90.144,31,0
-0.032142,1.3692,0,0.010758,6427,1,4.16,90.16,31,0
-0.03225,1.3693,0,0.010687,6427,1,4.176,90.176,31,0
-0.032358,1.3693,0,0.010616,6427,1,4.192,90.192,31,0
-0.032466,1.3694,0,0.010545,6427,1,4.208,90.208,31,0
-0.032574,1.3694,0,0.010474,6427,1,4.224,90.224,31,0
-0.032682,1.3695,0,0.010403,6427,1,4.24,90.24,31,0
-0.03279,1.3695,0,0.010332,6427,1,4.256,90.256,31,0
-0.032897,1.3696,0,0.010261,6427,1,4.272,90.272,31,0
-0.033005,1.3696,0,0.010189,6427,1,4.288,90.288,31,0
-0.033113,1.3697,0,0.010118,6427,1,4.304,90.304,31,0
-0.033221,1.3697,0,0.010047,6427,1,4.32,90.32,31,0
-0.033329,1.3698,0,0.009976,6427,1,4.336,90.336,31,0
-0.033437,1.3698,0,0.0099049,6427,1,4.352,90.352,31,0
-0.033544,1.3699,0,0.0098338,6427,1,4.368,90.368,31,0
-0.033652,1.3699,0,0.0097626,6427,1,4.384,90.384,31,0
-0.03376,1.37,0,0.0096915,6427,1,4.4,90.4,31,0
-0.033868,1.37,0,0.0096204,6427,1,4.416,90.416,31,0
-0.033976,1.3701,0,0.0095493,6427,1,4.432,90.432,31,0
-0.034084,1.3701,0,0.0094781,6427,1,4.448,90.448,31,0
-0.034192,1.3702,0,0.009407,6427,1,4.464,90.464,31,0
-0.034299,1.3702,0,0.0093359,6427,1,4.48,90.48,31,0
-0.034407,1.3703,0,0.0092647,6427,1,4.496,90.496,31,0
-0.034515,1.3703,0,0.0091936,6427,1,4.512,90.512,31,0
-0.034623,1.3704,0,0.0091225,6427,1,4.528,90.528,31,0
-0.034713,1.3704,0,0.0090481,8610,1,4.544,90.544,31,0
-0.034796,1.3704,0,0.0089723,8610,1,4.56,90.56,31,0
-0.034878,1.3704,0,0.0088965,8610,1,4.576,90.576,31,0
-0.034961,1.3704,0,0.0088207,8610,1,4.592,90.592,31,0
-0.035043,1.3704,0,0.0087449,8610,1,4.608,90.608,31,0
-0.035126,1.3705,0,0.0086691,8610,1,4.624,90.624,31,0
-0.035209,1.3705,0,0.0085934,8610,1,4.64,90.64,31,0
-0.035291,1.3705,0,0.0085176,8610,1,4.656,90.656,31,0
-0.035374,1.3705,0,0.0084418,8610,1,4.672,90.672,31,0
-0.035457,1.3705,0,0.008366,8610,1,4.688,90.688,31,0
-0.035539,1.3705,0,0.0082902,8610,1,4.704,90.704,31,0
-0.035622,1.3705,0,0.0082144,8610,1,4.72,90.72,31,0
-0.035705,1.3705,0,0.0081387,8610,1,4.736,90.736,31,0
-0.035787,1.3705,0,0.0080629,8610,1,4.752,90.752,31,0
-0.03587,1.3705,0,0.0079871,8610,1,4.768,90.768,31,0
-0.035952,1.3705,0,0.0079113,8610,1,4.784,90.784,31,0
-0.036035,1.3705,0,0.0078355,8610,1,4.8,90.8,31,0
-0.036118,1.3705,0,0.0077598,8610,1,4.816,90.816,31,0
-0.0362,1.3705,0,0.007684,8610,1,4.832,90.832,31,0
-0.036283,1.3706,0,0.0076082,8610,1,4.848,90.848,31,0
-0.036366,1.3706,0,0.0075324,8610,1,4.864,90.864,31,0
-0.036448,1.3706,0,0.0074566,8610,1,4.88,90.88,31,0
-0.036531,1.3706,0,0.0073808,8610,1,4.896,90.896,31,0
-0.036614,1.3706,0,0.0073051,8610,1,4.912,90.912,31,0
-0.036696,1.3706,0,0.0072293,8610,1,4.928,90.928,31,0
-0.036779,1.3706,0,0.0071535,8610,1,4.944,90.944,31,0
-0.036861,1.3706,0,0.0070777,8610,1,4.96,90.96,31,0
-0.036944,1.3706,0,0.007002,8610,1,4.976,90.976,31,0
-0.037027,1.3706,0,0.0069262,8610,1,4.992,90.992,31,0
-0.037109,1.3706,0,0.0068504,8610,1,5.008,91.008,31,0
-0.037192,1.3706,0,0.0067746,8610,1,5.024,91.024,31,0
-0.037275,1.3706,0,0.0066988,8610,1,5.04,91.04,31,0
-0.037357,1.3706,0,0.006623,8610,1,5.056,91.056,31,0
-0.03744,1.3706,0,0.0065473,8610,1,5.072,91.072,31,0
-0.037514,1.3706,0,0.0064735,6428,1,5.088,91.088,31,0
-0.037557,1.3706,0,0.0064076,6428,1,5.104,91.104,31,0
-0.037601,1.3705,0,0.0063416,6428,1,5.12,91.12,31,0
-0.037644,1.3705,0,0.0062756,6428,1,5.136,91.136,31,0
-0.037687,1.3704,0,0.0062097,6428,1,5.152,91.152,31,0
-0.03773,1.3703,0,0.0061437,6428,1,5.168,91.168,31,0
-0.037773,1.3703,0,0.0060778,6428,1,5.184,91.184,31,0
-0.037816,1.3702,0,0.0060119,6428,1,5.2,91.2,31,0
-0.037859,1.3702,0,0.0059459,6428,1,5.216,91.216,31,0
-0.037902,1.3701,0,0.0058799,6428,1,5.232,91.232,31,0
-0.037945,1.3701,0,0.005814,6428,1,5.248,91.248,31,0
-0.037988,1.37,0,0.005748,6428,1,5.264,91.264,31,0
-0.038031,1.3699,0,0.0056821,6428,1,5.28,91.28,31,0
-0.038074,1.3699,0,0.0056161,6428,1,5.296,91.296,31,0
-0.038117,1.3698,0,0.0055502,6428,1,5.312,91.312,31,0
-0.03816,1.3698,0,0.0054842,6428,1,5.328,91.328,31,0
-0.038203,1.3697,0,0.0054183,6428,1,5.344,91.344,31,0
-0.038246,1.3696,0,0.0053523,6428,1,5.36,91.36,31,0
-0.038289,1.3696,0,0.0052864,6428,1,5.376,91.376,31,0
-0.038332,1.3695,0,0.0052204,6428,1,5.392,91.392,31,0
-0.038376,1.3695,0,0.0051545,6428,1,5.408,91.408,31,0
-0.038419,1.3694,0,0.0050885,6428,1,5.424,91.424,31,0
-0.038462,1.3693,0,0.0050226,6428,1,5.44,91.44,31,0
-0.038505,1.3693,0,0.0049566,6428,1,5.456,91.456,31,0
-0.038548,1.3692,0,0.0048907,6428,1,5.472,91.472,31,0
-0.038591,1.3692,0,0.0048247,6428,1,5.488,91.488,31,0
-0.038634,1.3691,0,0.0047588,6428,1,5.504,91.504,31,0
-0.038677,1.3691,0,0.0046928,6428,1,5.52,91.52,31,0
-0.03872,1.369,0,0.0046269,6428,1,5.536,91.536,31,0
-0.038763,1.3689,0,0.0045609,6428,1,5.552,91.552,31,0
-0.038806,1.3689,0,0.004495,6428,1,5.568,91.568,31,0
-0.038849,1.3688,0,0.004429,6428,1,5.584,91.584,31,0
-0.038892,1.3688,0,0.0043631,6428,1,5.6,91.6,31,0
-0.038935,1.3687,0,0.0042971,6428,1,5.616,91.616,31,0
-0.038978,1.3686,0,0.0042311,6428,1,5.632,91.632,31,0
-0.039021,1.3686,0,0.0041652,6428,1,5.648,91.648,31,0
-0.039064,1.3685,0,0.0040993,6428,1,5.664,91.664,31,0
-0.039108,1.3685,0,0.0040333,6428,1,5.68,91.68,31,0
-0.039151,1.3684,0,0.0039674,6428,1,5.696,91.696,31,0
-0.039194,1.3683,0,0.0039014,6428,1,5.712,91.712,31,0
-0.039237,1.3683,0,0.0038355,6428,1,5.728,91.728,31,0
-0.03928,1.3682,0,0.0037695,6428,1,5.744,91.744,31,0
-0.039311,1.3682,0,0.0037006,8611,1,5.76,91.76,31,0
-0.039339,1.3682,0,0.003631,8611,1,5.776,91.776,31,0
-0.039367,1.3681,0,0.0035614,8611,1,5.792,91.792,31,0
-0.039394,1.3681,0,0.0034918,8611,1,5.808,91.808,31,0
-0.039422,1.3681,0,0.0034221,8611,1,5.824,91.824,31,0
-0.03945,1.368,0,0.0033525,8611,1,5.84,91.84,31,0
-0.039478,1.368,0,0.0032829,8611,1,5.856,91.856,31,0
-0.039506,1.368,0,0.0032132,8611,1,5.872,91.872,31,0
-0.039534,1.3679,0,0.0031436,8611,1,5.888,91.888,31,0
-0.039562,1.3679,0,0.003074,8611,1,5.904,91.904,31,0
-0.039589,1.3679,0,0.0030044,8611,1,5.92,91.92,31,0
-0.039617,1.3678,0,0.0029347,8611,1,5.936,91.936,31,0
-0.039645,1.3678,0,0.0028651,8611,1,5.952,91.952,31,0
-0.039673,1.3678,0,0.0027955,8611,1,5.968,91.968,31,0
-0.039701,1.3677,0,0.0027258,8611,1,5.984,91.984,31,0
-0.039729,1.3677,0,0.0026562,8611,1,6,92,31,0
-0.039757,1.3677,0,0.0025866,8611,1,6.016,92.016,31,0
-0.039785,1.3676,0,0.002517,8611,1,6.032,92.032,31,0
-0.039812,1.3676,0,0.0024473,8611,1,6.048,92.048,31,0
-0.03984,1.3676,0,0.0023777,8611,1,6.064,92.064,31,0
-0.039868,1.3675,0,0.0023081,8611,1,6.08,92.08,31,0
-0.039896,1.3675,0,0.0022384,8611,1,6.096,92.096,31,0
-0.039924,1.3675,0,0.0021688,8611,1,6.112,92.112,31,0
-0.039952,1.3674,0,0.0020992,8611,1,6.128,92.128,31,0
-0.03998,1.3674,0,0.0020296,8611,1,6.144,92.144,31,0
-0.040007,1.3674,0,0.0019599,8611,1,6.16,92.16,31,0
-0.040035,1.3673,0,0.0018903,8611,1,6.176,92.176,31,0
-0.040063,1.3673,0,0.0018207,8611,1,6.192,92.192,31,0
-0.040091,1.3673,0,0.001751,8611,1,6.208,92.208,31,0
-0.040119,1.3672,0,0.0016814,8611,1,6.224,92.224,31,0
-0.040147,1.3672,0,0.0016118,8611,1,6.24,92.24,31,0
-0.040175,1.3672,0,0.0015422,8611,1,6.256,92.256,31,0
-0.040203,1.3671,0,0.0014725,8611,1,6.272,92.272,31,0
-0.04023,1.3671,0,0.0014029,8611,1,6.288,92.288,31,0
-0.040258,1.3671,0,0.0013333,8611,1,6.304,92.304,31,0
